image_path,face_id,emotion,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2
./outputs\2025-05-21_11-46-27\processed_images\000012.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000012.jpg,2,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000012.jpg,3,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000012.jpg,4,Surprise,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000013.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000014.jpg,1,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000015.jpg,1,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000015.jpg,2,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000015.jpg,3,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000016.jpg,1,Fear,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000017.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000017.jpg,2,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000018.jpg,1,Anger,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000018.jpg,2,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000018.jpg,3,Anger,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000019.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000019.jpg,2,Anger,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000019.jpg,3,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000019.jpg,4,Fear,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000019.jpg,5,Anger,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000020.jpg,1,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000020.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000021.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000021.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000022.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000022.jpg,2,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000022.jpg,3,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000022.jpg,4,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000023.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000024.jpg,1,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000024.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000025.jpg,1,Anger,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000025.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000025.jpg,3,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000025.jpg,4,Surprise,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000025.jpg,5,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000026.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000027.jpg,1,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000028.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000028.jpg,2,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000028.jpg,3,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000029.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000030.jpg,1,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000031.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000032.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000032.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000032.jpg,3,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000032.jpg,4,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000033.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000034.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000034.jpg,2,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000034.jpg,3,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000034.jpg,4,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000035.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000035.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000036.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000036.jpg,2,Anger,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000037.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000037.jpg,2,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000037.jpg,3,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000037.jpg,4,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000038.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000039.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000039.jpg,2,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000039.jpg,3,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000040.jpg,1,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000041.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000041.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000041.jpg,3,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000041.jpg,4,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000042.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000042.jpg,2,Anger,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000042.jpg,3,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000042.jpg,4,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000042.jpg,5,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000042.jpg,6,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000042.jpg,7,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000043.jpg,1,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000043.jpg,2,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000043.jpg,3,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000044.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000046.jpg,1,Anger,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000046.jpg,2,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000046.jpg,3,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000046.jpg,4,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000046.jpg,5,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000046.jpg,6,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000046.jpg,7,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000047.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000047.jpg,2,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000047.jpg,3,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000047.jpg,4,Surprise,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000048.jpg,1,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000049.jpg,1,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000050.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000050.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000050.jpg,3,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000050.jpg,4,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000051.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000051.jpg,2,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000051.jpg,3,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000051.jpg,4,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000052.jpg,1,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000053.jpg,1,Surprise,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000054.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000054.jpg,2,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000054.jpg,3,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000054.jpg,4,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000055.jpg,1,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000055.jpg,2,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000056.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000057.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000057.jpg,2,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000057.jpg,3,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000057.jpg,4,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000057.jpg,5,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000058.jpg,1,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000059.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000059.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000059.jpg,3,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000060.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000060.jpg,2,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000061.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000061.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000062.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000062.jpg,2,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000062.jpg,3,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000062.jpg,4,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000062.jpg,5,Surprise,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000062.jpg,6,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000063.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000063.jpg,2,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000001.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000001.jpg,2,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000001.jpg,3,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000002.jpg,1,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000003.jpg,1,Fear,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000003.jpg,2,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000003.jpg,3,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000003.jpg,4,Surprise,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000004.jpg,1,Anger,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000004.jpg,2,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000004.jpg,3,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000004.jpg,4,Anger,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000005.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000005.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000006.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000006.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000006.jpg,3,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000007.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000007.jpg,2,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000007.jpg,3,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000007.jpg,4,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000008.jpg,1,Fear,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000008.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000009.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000009.jpg,2,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000009.jpg,3,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000010.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000011.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000011.jpg,2,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000011.jpg,3,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000012.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000012.jpg,2,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000012.jpg,3,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000012.jpg,4,Surprise,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000013.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000014.jpg,1,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000015.jpg,1,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000015.jpg,2,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000015.jpg,3,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000016.jpg,1,Fear,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000017.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000017.jpg,2,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000018.jpg,1,Anger,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000018.jpg,2,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000018.jpg,3,Anger,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000019.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000019.jpg,2,Anger,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000019.jpg,3,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000019.jpg,4,Fear,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000019.jpg,5,Anger,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000020.jpg,1,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000020.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000021.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000021.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000022.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000022.jpg,2,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000022.jpg,3,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000022.jpg,4,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000023.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000024.jpg,1,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000024.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000025.jpg,1,Anger,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000025.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000025.jpg,3,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000025.jpg,4,Surprise,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000025.jpg,5,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000026.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000027.jpg,1,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000028.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000028.jpg,2,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000028.jpg,3,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000029.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000030.jpg,1,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000031.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000032.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000032.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000032.jpg,3,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000032.jpg,4,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000033.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000034.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000034.jpg,2,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000034.jpg,3,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000034.jpg,4,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000035.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000035.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000036.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000036.jpg,2,Anger,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000037.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000037.jpg,2,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000037.jpg,3,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000037.jpg,4,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000038.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000039.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000039.jpg,2,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000039.jpg,3,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000040.jpg,1,Contempt,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000041.jpg,1,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000041.jpg,2,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000041.jpg,3,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000041.jpg,4,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000042.jpg,1,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000042.jpg,2,Anger,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000042.jpg,3,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000042.jpg,4,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000042.jpg,5,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000042.jpg,6,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000042.jpg,7,Neutral,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000043.jpg,1,Disgust,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000043.jpg,2,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000043.jpg,3,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000044.jpg,1,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000046.jpg,1,Anger,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000046.jpg,2,Happiness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000046.jpg,3,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000046.jpg,4,Sadness,0.0000,0,0,0,0
./outputs\2025-05-21_11-46-27\processed_images\000046.jpg,5,Neutral,0.0000,0,0,0,0
